id	storyId	groupId	people	headIcon	jumpId	choiceOneType	choiceOneJumpId	choiceTwoType	choiceTwoJumpId	choiceThreeType	choiceThreeJumpId	end	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	choiceOne	choiceOne_zh_TW	choiceOne_en_UK	choiceOne_ja_JP	choiceOne_ko_KR	choiceOne_th_TH	choiceTwo	choiceTwo_zh_TW	choiceTwo_en_UK	choiceTwo_ja_JP	choiceTwo_ko_KR	choiceTwo_th_TH	choiceThree	choiceThree_zh_TW	choiceThree_en_UK	choiceThree_ja_JP	choiceThree_ko_KR	choiceThree_th_TH
10	101	10	1	18:merchant_icon_101	11								1	疯帽子	瘋帽子	Hatter	マッドハッター	매드 해터	แมดแฮตเตอร์	请千万不要移开视线——	請千萬不要移開視線——	Please do not look away—	目をそらさないでくださいーー	저한테서 눈을 떼시면 안 됩니다——	กรุณา​อย่า​ละสายตา​เป็นอันขาด​~​																		
11	101	11	2		12								1	#playerName	#playerName	#playerName	#playerName	#playerName	#playerName	嗯？！帽子里居然出现了兔、兔子？！它们居然还会动？	嗯？！帽子裡居然出現了兔、兔子？！它們居然還會動？	What?! An actual rabbit is in his hat? And it's moving?	なんと？！帽子の中に現れたのは……う、うさぎか？！それに動いている？	어?! 모자에서 토, 토끼가 나왔는데?! 움직이기까지?	เอ๋​?!​ มี​กระต่าย​โผล่​ออก​มาจาก​หมวก​ กระต่าย​เนี่ย​นะ​?!​ แถม​พวก​มัน​ยัง​ขยับตัว​ได้​อีก​?​																		
12	101	12	2		13								1	#playerName	#playerName	#playerName	#playerName	#playerName	#playerName	这……是真的兔子吗？	這……是真的兔子嗎？	I-Is this a real rabbit?	こ、これは本物のうさぎですか？	이거... 진짜 토끼 맞아요?	นี่​มัน​...​ ใช่​กระต่าย​จริงๆ​เหรอ​?​																		
13	101	13	1	18:merchant_icon_101	14								1	疯帽子	瘋帽子	Hatter	マッドハッター	매드 해터	แมดแฮตเตอร์	哈哈……客人您不如直接尝尝看呢？	哈哈……客人您不如直接嘗嘗看呢？	Haha! Why don't you give it a taste and see for yourself?	ふふん……よろしければ一度味見してみてください。	하하... 직접 맛을 한 번 보시겠어요?	ฮ่า​ๆ​ คุณ​ลูกค้า​ไม่​ลอง​ชิม​ดู​เอา​เอง​เลย​ล่ะ​																		
14	101	14	2		15								1	#playerName	#playerName	#playerName	#playerName	#playerName	#playerName	……唔？甜甜的，原来是棉花糖吗……	……唔？甜甜的，原來是棉花糖嗎……	...Hmm? It's sweet? So these are marshmallows...	……うん？甘い！マシュマロだったか……	...음? 달콤한 걸 보면, 솜사탕인 것 같네요...	หา​?​ หวาน​ๆ​ ที่แท้​ก็​เป็น​มาร์ช​แมล​โลว์​งั้น​เหรอ​																		
15	101	15	1	18:merchant_icon_101	16								1	疯帽子	瘋帽子	Hatter	マッドハッター	매드 해터	แมดแฮตเตอร์	怎么样，这由我独创的兔兔棉花糖，它的味道能否俘获您的心呢？	怎麼樣，這由我獨創的兔兔棉花糖，它的味道能否俘獲您的心呢？	So, what do you think? Can the flavor of my signature Bunny Marshmallows win your heart?	私が考案したオリジナルのうさぎのマシュマロ、いかがですか？	제가 특별히 제작한 토끼 솜사탕 맛이 당신을 사로잡았나요?	เป็นไง​ นี่​เป็น​ถึง​มาร์ช​แมล​โลว์​แรบบิท​ที่​่​ฉัน​สร้าง​ขึ้น​มา​เอง​กับ​มือ​ รสชาติ​ของ​มัน​โดนใจ​ของ​คุณ​รึเปล่า​ล่ะ​?​																		
16	101	16	2		17								1	#playerName	#playerName	#playerName	#playerName	#playerName	#playerName	的确非常美味……不过，这些棉花糖为什么会动？	的確非常美味……不過，這些棉花糖為什麼會動？	They are indeed very delicious... But why are these marshmallows moving?	美味しいけど……どうして動けるですか？	확실히 맛있어요... 근데, 이 솜사탕은 왜 움직이는 건가요?	มัน​ก็​อร่อย​จริงๆ​...​ แต่ว่า​ ทำไม​มาร์ช​แมล​โลว์​พวก​นี้​ถึง​ขยับ​ได้​ล่ะ​?​																		
17	101	17	1	18:merchant_icon_101	18								1	疯帽子	瘋帽子	Hatter	マッドハッター	매드 해터	แมดแฮตเตอร์	因为，我拥有可以给予它们生命的魔法。	因為，我擁有可以給予它們生命的魔法。	Because I possess the magic to give them life.	なぜなら、私はこの子たちに命を与える魔法を持っているからです。	그것은, 제가 생명을 부여하는 마법을 할 수 있기 때문입니다	เพราะว่า​ ฉัน​มี​เวทมนตร์​ที่​สามารถ​มอบ​ชีวิต​ให้​แก่​พวก​มัน​ได้​ยังไง​ล่ะ​																		
18	101	18	2		19								1	#playerName	#playerName	#playerName	#playerName	#playerName	#playerName	「魔法」？	「魔法」？	"Magic"?	「魔法」？	「마법」이요?	"เวทมนตร์"?																		
19	101	19	1	18:merchant_icon_101	20								1	疯帽子	瘋帽子	Hatter	マッドハッター	매드 해터	แมดแฮตเตอร์	客人，您难道不认为「爱」是这个世界最强的「魔法」吗？	客人，您難道不認為「愛」是這個世界最強的「魔法」嗎？	Don't you think "love" is the strongest magic in this world, my dear customer?	お客様よ、「愛」はこの世で最強の「魔法」だと思いませんか？	손님은 혹시 「사랑」이 바로 세상에서 가장 강한 「마법」이라고 생각하시나요?	คุณ​ลูกค้า​ คุณ​ไม่​คิด​หรือว่า​ "​ความรัก​"​ นั้น​เป็น​ "​เวทมนตร์​"​ ที่​แข็งแกร่ง​ที่สุด​ใน​โลก​น่ะ​?​																		
20	101	20	1	18:merchant_icon_101	21								1	疯帽子	瘋帽子	Hatter	マッドハッター	매드 해터	แมดแฮตเตอร์	不过可惜的是，它们的「生命」也很短暂。这周过后，就会走到尽头。	不過可惜的是，它們的「生命」也很短暫。這周過後，就會走到盡頭。	But sadly, their "life" is fleeting. They will reach their end after this week.	しかし残念なことに、この子たちの「命」が短い。今週が終われば、「命」も終わりを迎えます。	하지만 안타깝게도 그들의 「생명」은 매우 짧답니다. 이번 주가 지나면 바로 끝나버리죠	แต่​ก็​น่าเสียดาย​ "​ชีวิต​"​ ของ​พวก​มัน​นั้น​ช่าง​สั้น​นัก​ พ้น​สัปดาห์​นี้​ไป​ ก็​จะ​เป็น​จุดจบ​ของ​พวก​มัน​แล้ว​																		
21	101	21	2		22								1	#playerName	#playerName	#playerName	#playerName	#playerName	#playerName	你的意思是……这些棉花糖到了下周一就过期了，是吗？	你的意思是……這些棉花糖到了下週一就過期了，是嗎？	You mean... these marshmallows will go bad by next Monday, right?	このマシュマロ、来週の月曜には賞味期限切れってことですか？	그러니까... 이 솜사탕은 다음 주 월요일이 되면 기간이 만료되어 버린다는 말인 거죠?	คุณ​หมายความว่า​...​ พอ​ถึง​สัปดาห์​ถัดไป​มาร์ช​แมล​โลว์​พวก​นี้​ก็​จะ​หมดอายุ​ ใช่ไหม​?​																		
22	101	22	1	18:merchant_icon_101	23								1	疯帽子	瘋帽子	Hatter	マッドハッター	매드 해터	แมดแฮตเตอร์	正是如此——！	正是如此——！	That is correct!	その通りーー！	바로 그겁니다——!	ใช่แล้ว~!																		
23	101	23	1	18:merchant_icon_101	24								1	疯帽子	瘋帽子	Hatter	マッドハッター	매드 해터	แมดแฮตเตอร์	不过，别担心，那也会是我们再次相逢之时。	不過，別擔心，那也會是我們再次相逢之時。	But do not worry, that will also be the time we meet again.	でもご心配なく、それもまた私たちが再会する時です。	하지만, 걱정하지 마세요. 그때가 바로 우리가 다시 만날 때니까요	แต่ว่า​ ไม่ต้อง​กังวล​ นั่น​ก็​เป็น​ช่วงเวลา​ที่​เรา​จะ​ได้​พบกัน​อีกครั้ง​เช่นกัน​																		
24	101	24	1	18:merchant_icon_101	25								1	疯帽子	瘋帽子	Hatter	マッドハッター	매드 해터	แมดแฮตเตอร์	届时，若您还想再次品尝美味的棉花糖，请务必来找我。	屆時，若您還想再次品嘗美味的棉花糖，請務必來找我。	At that time, if you wish to savor the delicious marshmallows once more, be sure to seek me out.	またおいしいマシュマロを食べたいなら、ぜひ私に会いに来てください。	때가 되고, 당신이 맛있는 솜사탕을 다시 먹고 싶어진다면, 저를 찾아와 주세요	เมื่อ​ถึง​เวลา​ หาก​คุณ​ยัง​อยาก​ลิ้มรส​ของ​มาร์ช​แมล​โลว์​อีก​ล่ะ​ก็​ กรุณา​มาหา​ฉัน​นะ​																		
25	101	25	1	18:merchant_icon_101	26								1	疯帽子	瘋帽子	Hatter	マッドハッター	매드 해터	แมดแฮตเตอร์	每周一我会在此，静候您的到来。	每週一我會在此，靜候您的到來。	I will be here every Monday, waiting for your arrival.	毎週の月曜日、私は必ずここでお待ちしております。	매주 이곳에서 제가 당신을 기다리겠습니다	ทุกๆ​วัน​จันทร์​ฉัน​จะ​อยู่​ที่นี่​ รอคอย​การ​มาถึง​ของ​คุณ​																		
26	101	26	2			2						1	1	#playerName	#playerName	#playerName	#playerName	#playerName	#playerName	谢谢你，我会考虑的。	謝謝你，我會考慮的。	Thank you, I'll think about it.	ありがとう、考えてみます。	감사합니다. 생각해 볼게요	ขอบคุณ ฉันจะลองคิดดู	购买兔兔棉花糖	購買兔兔棉花糖	Purchase Bunny Marshmallows	うさぎのマシュマロを購入する。	토끼 솜사탕 구매	ซื้อ​มาร์ช​แมล​โลว์​แรบบิท​												
27	102	1	1	18:merchant_icon_101	2								1	疯帽子	瘋帽子	Hatter	マッドハッター	매드 해터	แมดแฮตเตอร์	很高兴再次见到您，我亲爱的客人。	很高興再次見到您，我親愛的客人。	Always delighted to see you again, my dear customer.	またお会いできて嬉しいです、お客様。	다시 만나서 반갑습니다. 손님	ยินดี​อย่างยิ่ง​ที่​ได้​พบ​กับ​คุณ​อีกครั้ง​ คุณ​ลูกค้า​ที่รัก​ของ​ฉัน​																		
28	102	2	1	18:merchant_icon_101		2						1	1	疯帽子	瘋帽子	Hatter	マッドハッター	매드 해터	แมดแฮตเตอร์	这次，我也为您带来了新的兔兔棉花糖，根据其中的用料和成分，价格会有所不同，您要选购吗？	這次，我也為您帶來了新的兔兔棉花糖，根據其中的用料和成分，價格會有所不同，您要選購嗎？	This time, I've brought you new bunny marshmallows. Prices vary depending on the ingredients used. Are you interested in making a purchase?	この度も、新しいうさぎのマシュマロもお届けします。原料によって価格が異なりますが、お買い求めになりますか？	제가 이번에 새로운 토끼 솜사탕을 가져왔습니다. 재료와 성분에 따라 가격이 다릅니다. 구매하시겠습니까?	ครั้งนี้​ ฉัน​ได้​เอา​มาร์ช​แมล​โลว์​แรบบิท​ตัวใหม่​มา​ด้วย​ ด้วย​วัตถุดิบ​และ​ส่วนผสม​ ราคา​จะ​แตก​ต่างกัน​ คุณ​ต้องการ​ซื้อ​หรือไม่​?​	购买兔兔棉花糖	購買兔兔棉花糖	Purchase Bunny Marshmallows	うさぎのマシュマロを購入する。	토끼 솜사탕 구매	ซื้อ​มาร์ช​แมล​โลว์​แรบบิท​												
29	201	1	1	18:merchant_icon_201	2								1	计时兔	計時兔	Tickertail	時計ウサギ	타이머 래빗	แรบบิทไทม์	在哪里……在哪里呢……	在哪裡……在哪裡呢……	Where is it... Where could it be?	どこ……どこだ……	어디있어요... 어디 있어요...	อยู่​ที่​ไห​น.​..​ อยู่​ที่ไหน​เห​รอ.​..​																		
30	201	2	2		3								1	#playerName	#playerName	#playerName	#playerName	#playerName	#playerName	你好，我是这里的店长#playerName，请问你是在找人吗？	你好，我是這裡的店長#playerName，請問你是在找人嗎？	Hello, I'm the manager here, #playerName. Are you looking for someone?	いらっしゃいませ、店長の#playerNameです。お客様は人探しですか？	안녕하세요. 저는 이 가게의 점장 #playerName입니다. 사람을 찾고 계신가요?	สวัสดี​ ฉัน​เป็น​ผู้จัดการ​ของ​ร้าน​นี้​ #playerName​ คุณ​กำลัง​ตามหา​คน​อยู่​รึเปล่า​?​																		
31	201	3	1	18:merchant_icon_201	4								1	计时兔	計時兔	Tickertail	時計ウサギ	타이머 래빗	แรบบิทไทม์	啊？！不，我没有……我……只是路过，路过！	啊？！不，我沒有……我……只是路過，路過！	What? No, I'm not looking for anything... Just passing through, that's all!	うわ？！ち、違う……ただの通りすがりだ！	네?! 아니요, 아닙니다... 저는... 그저 지나가는, 지나가는 길입니다!	เอ๋​?!​ ไม่​ ฉัน​ไม่​ได้​...​ ฉัน​...​ แค่​ผ่าน​มา​น่ะ​ แค่​ผ่าน​มา​!​																		
32	201	4	2		5								1	#playerName	#playerName	#playerName	#playerName	#playerName	#playerName	（嘴上说着没有，但身体还是很诚实地一直在东张西望啊……）	（嘴上說著沒有，但身體還是很誠實地一直在東張西望啊……）	(Saying he's not looking for anyone, yet those eyes keep scanning the place...)	（否定しながらも、誰かを探しているように、周囲を見渡している……）	(말로는 아니라고 하지만, 몸으로는 계속 사방을 두리번거리고 있잖아...)	(​ปาก​บอ​กว่า​ไม่​ แต่​ตัว​กลับ​เอาแต่​เลิ่กลั่ก​ซะ​อย่างนั้น​...)​																		
33	201	5	2		6								1	#playerName	#playerName	#playerName	#playerName	#playerName	#playerName	（话说最近这是怎么了，怎么总是会出现穿着兔子玩偶服的人呢？）	（話說最近這是怎麼了，怎麼總是會出現穿著兔子玩偶服的人呢？）	(What's with all the bunny suits lately? It's quite the trend.)	（最近どうしたんだろう、なぜうさぎの着ぐるみを着た人たちが次々と現れるのか？）	(근데 요즘 도대체 어떻게 된 거야. 왜 맨날 토끼 인형 옷을 입은 사람이 나타나는 거냐고?)	(​พูดถึง​เรื่อง​นี้​แล้ว​ ทำไม​ช่วงนี้​ถึง​มักจะ​เจอ​คน​ที่​ใส่​ชุด​ตุ๊กตา​กระต่าย​ตลอด​เลย​นะ​?)​																		
34	201	6	2		7								1	#playerName	#playerName	#playerName	#playerName	#playerName	#playerName	那我就不打扰了。如果需要点单，可以去前台或者找附近的店员。	那我就不打擾了。如果需要點單，可以去前臺或者找附近的店員。	I won't disturb you any longer. If you'd like to order, please visit the Front Desk or ask a staff member nearby.	では失礼します。注文が必要な場合は、カウンターか近くの店員にお声掛けください。	그럼 저는 이제 가볼게요. 주문하실 거면, 카운터로 오시거나 근처에 있는 점원을 불러주세요	งั้น​ฉัน​ไม่​รบกวน​แล้ว​ ถ้า​ต้องการ​สั่งอาหาร​ สามารถ​ไป​ที่​แผนกต้อนรับ​หรือ​หา​พนักงาน​ร้าน​ใกล้​ๆ​ ได้​เลย​นะ​																		
35	201	7	1	18:merchant_icon_201	8								1	计时兔	計時兔	Tickertail	時計ウサギ	타이머 래빗	แรบบิทไทม์	欸——等等！	欸——等等！	Ah—wait a moment!	ええー、待ってくれ！	아—— 잠시만요!	เฮ้! เดี๋ยวก่อน!																		
36	201	8	2		9								1	#playerName	#playerName	#playerName	#playerName	#playerName	#playerName	还有什么事吗？	還有什麼事嗎？	Is there anything else you need?	まだ何か？	무슨 일인가요?	มีเรื่องอะไรอีกเหรอ?																		
37	201	9	1	18:merchant_icon_201	10								1	计时兔	計時兔	Tickertail	時計ウサギ	타이머 래빗	แรบบิทไทม์	那个，我听说「疯帽子」来过这里，是真的吗？	那個，我聽說「瘋帽子」來過這裡，是真的嗎？	I heard that the Hatter has been here, is that true?	えっと。「マッドハッター」がこの店に来たってほんとう？	저기, 「매드 해터」가 여기에 온 적이 있다고 하던데, 정말인가요?	คือ​ว่า​ ฉัน​ได้ยิน​มา​ว่า​ "​แมด​แฮ​ตเตอร์​"​ มา​ที่นี่​ จริง​รึเปล่า​?​																		
38	201	10	2		11								1	#playerName	#playerName	#playerName	#playerName	#playerName	#playerName	你是说，那位会变出兔兔棉花糖的疯帽子先生吗？	你是說，那位會變出兔兔棉花糖的瘋帽子先生嗎？	You mean the Hatter who creates those delightful Bunny Marshmallows?	うさぎのマシュマロを作るマッドハッターさんのことか？	혹시, 그 토끼 솜사탕을 만들어내는 매드 해터 씨를 말씀하시는 건가요?	คุณ​หมายถึง​ คุณ​แมด​แฮ​ตเตอร์​ที่​เสก​มาร์ช​แมล​โลว์​แรบบิท​ออกมา​ได้​คน​นั้น​น่ะ​เหรอ​?​																		
39	201	11	1	18:merchant_icon_201	12								1	计时兔	計時兔	Tickertail	時計ウサギ	타이머 래빗	แรบบิทไทม์	没错……而我是一个到处寻找美食的美食博主——「计时兔」。	沒錯……而我是一個到處尋找美食的美食博主——「計時兔」。	Yes, and I am a food influencer always on the hunt for delicious treats—Tickertail.	そう……そして私は美食を探して回るグルメブロガー、時計ウサギだ。	맞아요... 저는 맛있는 음식을 찾아 헤매는 먹방 인플루언서——「타이머 래빗」이거든요	ใช่​...​ ฉัน​คือ​บล็อกเกอร์​อาหาร​เลิศ​รส​ที่​เดินทาง​ตาม​หาอาหาร​รส​เลิศ​ไป​ทั่วทุกสารทิศ​——​ "​แรบบิท​ไทม์​"​																		
40	201	12	1	18:merchant_icon_201	13								1	计时兔	計時兔	Tickertail	時計ウサギ	타이머 래빗	แรบบิทไทม์	自从听说了「疯帽子」的兔兔棉花糖，我一直都想尝尝……	自從聽說了「瘋帽子」的兔兔棉花糖，我一直都想嘗嘗……	Ever since I heard about the Hatter's Bunny Marshmallows, I've been eager to taste them...	あの幻のマシュマロのことを聞いて、一度食べてみたいとずっと思ってたんだ。	「매드 해터」의 토끼 솜사탕 이야기를 듣고는 계속 먹어보고 싶어서요...	ตั้งแต่​ได้ยิน​เกี่ยวกับ​มาร์ช​แมล​โลว์​แรบบิท​ของ​ "​แมด​แฮ​ตเตอร์​"​ ฉัน​ก็​อยาก​ชิม​มัน​มา​ตลอด​...​																		
41	201	13	1	18:merchant_icon_201	14								1	计时兔	計時兔	Tickertail	時計ウサギ	타이머 래빗	แรบบิทไทม์	但是他总是神出鬼没的，我好不容易才听说他来到了这家餐厅，所以……	但是他總是神出鬼沒的，我好不容易才聽說他來到了這家餐廳，所以……	But he's always elusive, and I've only just heard that he's come to this cafe, so...	でも、マットハッターは神出鬼没だからなかなか捕まらなくて……このレストランに姿を現したって噂を聞いて、駆けつけてきたんだ。	그런데 그 사람은 항상 동에 번쩍 서에 번쩍해서, 그 사람이 이 식당에 왔다고 이야기를 들었거든요. 그래서...	แต่​เขา​มักจะ​ปรากฏตัว​แบบ​คาดไม่ถึง​เสมอ​เลย​ ฉัน​ถึง​เพิ่ง​ได้ยิน​ว่า​เขา​มา​ที่​ร้าน​นี้​ ก็​เลย​...​																		
42	201	14	2		15								1	#playerName	#playerName	#playerName	#playerName	#playerName	#playerName	他的确来过，不过，现在已经不在这了。	他的確來過，不過，現在已經不在這了。	He did come by, but he's not here now.	確かに一度店に来ましたが、今はもういませんよ。	아, 오긴 했었지만, 벌써 가버렸어요	เขา​มา​จริงๆ​ แต่ว่า​ ตอนนี้​ไม่​ได้​อยู่​ที่นี่​แล้ว​																		
43	201	15	1	18:merchant_icon_201	16								1	计时兔	計時兔	Tickertail	時計ウサギ	타이머 래빗	แรบบิทไทม์	怎么会……我又错过了吗……	怎麼會……我又錯過了嗎……	How could this be... Did I miss him again?	そんな…また見逃しちゃったのか……	어떻게 그럴 수가... 제가 또 엇갈린 건가요...	ได้​ไง​...​ นี่​ฉัน​พลาด​อีกแล้ว​เหรอ​เนี่ย​...​																		
44	201	16	2		17								1	#playerName	#playerName	#playerName	#playerName	#playerName	#playerName	不过，他说过之后每个周一都会来，到时候你可以来这里找他。	不過，他說過之後每個週一都會來，到時候你可以來這裡找他。	However, he mentioned that he would come every Monday from now on, so you can find him here then.	でも、毎週の月曜日に来るって言ったよ。その時にまた来ればいい。	하지만, 매주 월요일에 다시 온다고 했으니까, 그때 다시 와서 만나면 되겠네요	แต่​ เขา​พูด​ไว้​ว่า​หลังจากนี้​จะ​มา​ทุกๆ​ วัน​จันทร์​ ถึง​เวลา​คุณ​ก็​มาหา​เขา​ที่นี่​ได้​นะ​																		
45	201	17	1	18:merchant_icon_201	18								1	计时兔	計時兔	Tickertail	時計ウサギ	타이머 래빗	แรบบิทไทม์	偏偏是周一吗……周一是我平时工作最忙碌的时候，根本抽不开身来这儿。	偏偏是週一嗎……週一是我平時工作最忙碌的時候，根本抽不開身來這兒。	Of all the days, Mondays are my most hectic at work. It's impossible to slip away.	よりによって月曜日かよ……月曜日は一番忙しいんだよ。ここに来る余裕なんか…	하필이면 월요일인가요... 월요일은 제가 가장 바쁜 날이거든요. 여기까지 올 시간이 없을 것 같아요	ทำไม​ต้อง​เป็น​วัน​จันทร์​ด้วย​ล่ะ​เนี่ย​...​ วัน​จันทร์​เป็น​วันที่​ฉัน​งาน​ยุ่ง​ที่สุด​ ไม่​มี​เวลา​ปลีกตัว​มา​ที่นี่​เลย​																		
46	201	18	2		19								1	#playerName	#playerName	#playerName	#playerName	#playerName	#playerName	唔——既然如此，我这里倒是还有些他之前卖给我的棉花糖……	唔——既然如此，我這裡倒是還有些他之前賣給我的棉花糖……	Well, in that case, I do have some of the marshmallows he left behind...	でしたら、ちょうど前にマッドハッターから買ったマシュマロが残っています。	음——그렇다면, 저한테 그가 판매한 솜사탕이 있긴 한데...	อืม​...​ ถ้า​งั้น​ ที่นี่​ยังมี​มาร์ช​แมล​โลว์​ที่​เขา​ขาย​ให้​ฉัน​ก่อนหน้านี้​อยู่​...​																		
47	201	19	1	18:merchant_icon_201	20								1	计时兔	計時兔	Tickertail	時計ウサギ	타이머 래빗	แรบบิทไทม์	欸？！真的吗？	咦？！真的嗎？	Really?! That's amazing!	え？本当か？	네?! 정말인가요?	เอ๋?! จริงเหรอ?																		
