id	type	showType	quality	stack	openType	openParameter	photoId	effectType	effectId	effectNum	Maxnum	cardId	needNum	fusion	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	description	description_zh_TW	description_en_UK	description_ja_JP	description_ko_KR	description_th_TH
670101010	67	671	5	-1	523	0	6:goods_icon_670101010	301	4199006	100		6401010	10	1	1	角黍之祀的基因	角黍之祀的基因	Rice Dumpling's Gene	角黍の祀りの遺伝子	댓잎냥냥 유전자	ยีนของบ๊ะจ่าง	指定猫球的升星道具	指定貓球的升星道具	Star-up item for a specific Cato.	指定ガトの昇格用素材	지정 냥냥볼 승급 아이템	ไอเทม​เพิ่ม​ดาว​ของ​แค​ทบ​อล​ที่​กำหนด​	将猫球的基因浓缩进了独立立方体芯片中。	將貓球的基因濃縮進了獨立立方體晶片中。	A cubic chip infused with the concentrated essence of Cato's genetic material.	ガトの遺伝子を凝縮したキューブチップ。	냥냥볼의 유전자를 독립 큐브 칩에 농축했다.	ทำ​การสกัด​ยีน​ของ​แค​ทบ​อลลง​ใน​ชิป​ทรง​ลูกบาศก์​
670102001	67	671	5	-1	523	0	6:goods_icon_670102001	301	4199006	100		6402001	10	1	1	不灭之躯的基因	不滅之軀的基因	The Immortal's Gene	不滅な肉体の遺伝子	강시냥냥 유전자	ยีนของอินฟินิตี้	指定猫球的升星道具	指定貓球的升星道具	Star-up item for a specific Cato.	指定ガトの昇格用素材	지정 냥냥볼 승급 아이템	ไอเทม​เพิ่ม​ดาว​ของ​แค​ทบ​อล​ที่​กำหนด​	将猫球的基因浓缩进了独立立方体芯片中。	將貓球的基因濃縮進了獨立立方體晶片中。	A cubic chip infused with the concentrated essence of Cato's genetic material.	ガトの遺伝子を凝縮したキューブチップ。	냥냥볼의 유전자를 독립 큐브 칩에 농축했다.	ทำ​การสกัด​ยีน​ของ​แค​ทบ​อลลง​ใน​ชิป​ทรง​ลูกบาศก์​
670102002	67	671	5	-1	523	0	6:goods_icon_670102002	301	4199006	100		6402002	10	1	1	猫熊熊猫的基因	貓熊熊貓的基因	Pandy's Gene	擬似パンダの遺伝子	판다바오냥 유전자	ยีนของเหมียวแพนด้า	指定猫球的升星道具	指定貓球的升星道具	Star-up item for a specific Cato.	指定ガトの昇格用素材	지정 냥냥볼 승급 아이템	ไอเทม​เพิ่ม​ดาว​ของ​แค​ทบ​อล​ที่​กำหนด​	将猫球的基因浓缩进了独立立方体芯片中。	將貓球的基因濃縮進了獨立立方體晶片中。	A cubic chip infused with the concentrated essence of Cato's genetic material.	ガトの遺伝子を凝縮したキューブチップ。	냥냥볼의 유전자를 독립 큐브 칩에 농축했다.	ทำ​การสกัด​ยีน​ของ​แค​ทบ​อลลง​ใน​ชิป​ทรง​ลูกบาศก์​
670102003	67	671	5	-1	523	0	6:goods_icon_670102003	301	4199006	100		6402003	10	1	1	猫形电脑的基因	貓形電腦的基因	Meowbot Mk II's Gene	猫型ロボットの遺伝子	컴퓨터냥 유전자	ยีนของเนโกะบอท	指定猫球的升星道具	指定貓球的升星道具	Star-up item for a specific Cato.	指定ガトの昇格用素材	지정 냥냥볼 승급 아이템	ไอเทม​เพิ่ม​ดาว​ของ​แค​ทบ​อล​ที่​กำหนด​	将猫球的基因浓缩进了独立立方体芯片中。	將貓球的基因濃縮進了獨立立方體晶片中。	A cubic chip infused with the concentrated essence of Cato's genetic material.	ガトの遺伝子を凝縮したキューブチップ。	냥냥볼의 유전자를 독립 큐브 칩에 농축했다.	ทำ​การสกัด​ยีน​ของ​แค​ทบ​อลลง​ใน​ชิป​ทรง​ลูกบาศก์​
670102004	67	671	5	-1	523	0	6:goods_icon_670102004	301	4199006	100		6402004	10	1	1	柴郡猫的基因	柴郡貓的基因	Cheshire's Gene	チェシャ猫の遺伝子	체셔 캣 유전자	ยีนของแมวเชสเซียร์	指定猫球的升星道具	指定貓球的升星道具	Star-up item for a specific Cato.	指定ガトの昇格用素材	지정 냥냥볼 승급 아이템	ไอเทม​เพิ่ม​ดาว​ของ​แค​ทบ​อล​ที่​กำหนด​	将猫球的基因浓缩进了独立立方体芯片中。	將貓球的基因濃縮進了獨立立方體晶片中。	A cubic chip infused with the concentrated essence of Cato's genetic material.	ガトの遺伝子を凝縮したキューブチップ。	냥냥볼의 유전자를 독립 큐브 칩에 농축했다.	ทำ​การสกัด​ยีน​ของ​แค​ทบ​อลลง​ใน​ชิป​ทรง​ลูกบาศก์​
670102005	67	671	5	-1	523	0	6:goods_icon_670102005	301	4199006	100		6402005	10	1	1	西部牛仔的基因	西部牛仔的基因	Billy the Cat's Gene	カウボーイの遺伝子	카우보이냥 유전자	ยีนของคาวบอย	指定猫球的升星道具	指定貓球的升星道具	Star-up item for a specific Cato.	指定ガトの昇格用素材	지정 냥냥볼 승급 아이템	ไอเทม​เพิ่ม​ดาว​ของ​แค​ทบ​อล​ที่​กำหนด​	将猫球的基因浓缩进了独立立方体芯片中。	將貓球的基因濃縮進了獨立立方體晶片中。	A cubic chip infused with the concentrated essence of Cato's genetic material.	ガトの遺伝子を凝縮したキューブチップ。	냥냥볼의 유전자를 독립 큐브 칩에 농축했다.	ทำ​การสกัด​ยีน​ของ​แค​ทบ​อลลง​ใน​ชิป​ทรง​ลูกบาศก์​
670102006	67	671	5	-1	523	0	6:goods_icon_670102006	301	4199006	100		6402006	10	1	1	魔法少喵的基因	魔法少喵的基因	Abracadabra's Gene	魔法少女の遺伝子	마법소녀냥 유전자	ยีนของวิซาร์ดตี้	指定猫球的升星道具	指定貓球的升星道具	Star-up item for a specific Cato.	指定ガトの昇格用素材	지정 냥냥볼 승급 아이템	ไอเทม​เพิ่ม​ดาว​ของ​แค​ทบ​อล​ที่​กำหนด​	将猫球的基因浓缩进了独立立方体芯片中。	將貓球的基因濃縮進了獨立立方體晶片中。	A cubic chip infused with the concentrated essence of Cato's genetic material.	ガトの遺伝子を凝縮したキューブチップ。	냥냥볼의 유전자를 독립 큐브 칩에 농축했다.	ทำ​การสกัด​ยีน​ของ​แค​ทบ​อลลง​ใน​ชิป​ทรง​ลูกบาศก์​
670102007	67	671	4	-1	523	0	6:goods_icon_670102007	301	4199006	100		6402007	10	1	1	欢乐小丑的基因	歡樂小丑的基因	Mr. Clownpaw's Gene	ハッピーピエロの遺伝子	어릿광대냥 유전자	ยีนของแคทโจ๊กเกอร์	指定猫球的升星道具	指定貓球的升星道具	Star-up item for a specific Cato.	指定ガトの昇格用素材	지정 냥냥볼 승급 아이템	ไอเทม​เพิ่ม​ดาว​ของ​แค​ทบ​อล​ที่​กำหนด​	将猫球的基因浓缩进了独立立方体芯片中。	將貓球的基因濃縮進了獨立立方體晶片中。	A cubic chip infused with the concentrated essence of Cato's genetic material.	ガトの遺伝子を凝縮したキューブチップ。	냥냥볼의 유전자를 독립 큐브 칩에 농축했다.	ทำ​การสกัด​ยีน​ของ​แค​ทบ​อลลง​ใน​ชิป​ทรง​ลูกบาศก์​
670102008	67	671	4	-1	523	0	6:goods_icon_670102008	301	4199006	100		6402008	10	1	1	福气包包的基因	福氣包包的基因	Fortune Bun's Gene	福ふくねこの遺伝子	복만두냥 유전자	ยีนของลัคกี้แคท	指定猫球的升星道具	指定貓球的升星道具	Star-up item for a specific Cato.	指定ガトの昇格用素材	지정 냥냥볼 승급 아이템	ไอเทม​เพิ่ม​ดาว​ของ​แค​ทบ​อล​ที่​กำหนด​	将猫球的基因浓缩进了独立立方体芯片中。	將貓球的基因濃縮進了獨立立方體晶片中。	A cubic chip infused with the concentrated essence of Cato's genetic material.	ガトの遺伝子を凝縮したキューブチップ。	냥냥볼의 유전자를 독립 큐브 칩에 농축했다.	ทำ​การสกัด​ยีน​ของ​แค​ทบ​อลลง​ใน​ชิป​ทรง​ลูกบาศก์​
670102009	67	671	4	-1	523	0	6:goods_icon_670102009	301	4199006	100		6402009	10	1	1	咪子汽水的基因	咪子汽水的基因	Soda Pop's Gene	ラムネソーダの遺伝子	냐옹 에이드 유전자	ยีนของเหมียวโซดา	指定猫球的升星道具	指定貓球的升星道具	Star-up item for a specific Cato.	指定ガトの昇格用素材	지정 냥냥볼 승급 아이템	ไอเทม​เพิ่ม​ดาว​ของ​แค​ทบ​อล​ที่​กำหนด​	将猫球的基因浓缩进了独立立方体芯片中。	將貓球的基因濃縮進了獨立立方體晶片中。	A cubic chip infused with the concentrated essence of Cato's genetic material.	ガトの遺伝子を凝縮したキューブチップ。	냥냥볼의 유전자를 독립 큐브 칩에 농축했다.	ทำ​การสกัด​ยีน​ของ​แค​ทบ​อลลง​ใน​ชิป​ทรง​ลูกบาศก์​
670102010	67	671	5	-1	523	0	6:goods_icon_670102010	301	4199006	100		6402010	10	1	1	冬日雪宝的基因	冬日雪寶的基因	Snowbaby's Gene	雪だるまの遺伝子	보드마스터냥 유전자	ยีนของสโนว์แมน	指定猫球的升星道具	指定貓球的升星道具	Star-up item for a specific Cato.	指定ガトの昇格用素材	지정 냥냥볼 승급 아이템	ไอเทม​เพิ่ม​ดาว​ของ​แค​ทบ​อล​ที่​กำหนด​	将猫球的基因浓缩进了独立立方体芯片中。	將貓球的基因濃縮進了獨立立方體晶片中。	A cubic chip infused with the concentrated essence of Cato's genetic material.	ガトの遺伝子を凝縮したキューブチップ。	냥냥볼의 유전자를 독립 큐브 칩에 농축했다.	ทำ​การสกัด​ยีน​ของ​แค​ทบ​อลลง​ใน​ชิป​ทรง​ลูกบาศก์​
670103001	67	671	5	-1	523	0	6:goods_icon_670103001	301	4199006	100		6403001	10	1	1	血月之殇的基因	血月之殤的基因	Tutancatmun's Gene	ブラッディムーン	블러드문냥 유전자	ยีนของบลัดมูน	指定猫球的升星道具	指定貓球的升星道具	Star-up item for a specific Cato.	指定ガトの昇格用素材	지정 냥냥볼 승급 아이템	ไอเทม​เพิ่ม​ดาว​ของ​แค​ทบ​อล​ที่​กำหนด​	将猫球的基因浓缩进了独立立方体芯片中。	將貓球的基因濃縮進了獨立立方體晶片中。	A cubic chip infused with the concentrated essence of Cato's genetic material.	ガトの遺伝子を凝縮したキューブチップ。	냥냥볼의 유전자를 독립 큐브 칩에 농축했다.	ทำ​การสกัด​ยีน​ของ​แค​ทบ​อลลง​ใน​ชิป​ทรง​ลูกบาศก์​
670103002	67	671	5	-1	523	0	6:goods_icon_670103002	301	4199006	100		6403002	10	1	1	喵喵甜心的基因	喵喵甜心的基因	Pretty in Pink's Gene	みんなのアイドルの遺伝子	스위트냥 유전자	ยีนของคิตตี้ฮาร์ท	指定猫球的升星道具	指定貓球的升星道具	Star-up item for a specific Cato.	指定ガトの昇格用素材	지정 냥냥볼 승급 아이템	ไอเทม​เพิ่ม​ดาว​ของ​แค​ทบ​อล​ที่​กำหนด​	将猫球的基因浓缩进了独立立方体芯片中。	將貓球的基因濃縮進了獨立立方體晶片中。	A cubic chip infused with the concentrated essence of Cato's genetic material.	ガトの遺伝子を凝縮したキューブチップ。	냥냥볼의 유전자를 독립 큐브 칩에 농축했다.	ทำ​การสกัด​ยีน​ของ​แค​ทบ​อลลง​ใน​ชิป​ทรง​ลูกบาศก์​
670103003	67	671	5	-1	523	0	6:goods_icon_670103003	301	4199006	100		6403003	10	1	1	千层雪糕的基因	千層雪糕的基因	Mille Feuille's Gene	ソフトクリームの遺伝子	아이스냥 유전자	ยีนของสโนว์ครีม	指定猫球的升星道具	指定貓球的升星道具	Star-up item for a specific Cato.	指定ガトの昇格用素材	지정 냥냥볼 승급 아이템	ไอเทม​เพิ่ม​ดาว​ของ​แค​ทบ​อล​ที่​กำหนด​	将猫球的基因浓缩进了独立立方体芯片中。	將貓球的基因濃縮進了獨立立方體晶片中。	A cubic chip infused with the concentrated essence of Cato's genetic material.	ガトの遺伝子を凝縮したキューブチップ。	냥냥볼의 유전자를 독립 큐브 칩에 농축했다.	ทำ​การสกัด​ยีน​ของ​แค​ทบ​อลลง​ใน​ชิป​ทรง​ลูกบาศก์​
670103004	67	671	5	-1	523	0	6:goods_icon_670103004	301	4199006	100		6403004	10	1	1	天籁歌姬的基因	天籟歌姬的基因	Songbird Supreme's Gene	奇跡の歌姫の遺伝子	아이돌냥 유전자	ยีนของเซเรเนด	指定猫球的升星道具	指定貓球的升星道具	Star-up item for a specific Cato.	指定ガトの昇格用素材	지정 냥냥볼 승급 아이템	ไอเทม​เพิ่ม​ดาว​ของ​แค​ทบ​อล​ที่​กำหนด​	将猫球的基因浓缩进了独立立方体芯片中。	將貓球的基因濃縮進了獨立立方體晶片中。	A cubic chip infused with the concentrated essence of Cato's genetic material.	ガトの遺伝子を凝縮したキューブチップ。	냥냥볼의 유전자를 독립 큐브 칩에 농축했다.	ทำ​การสกัด​ยีน​ของ​แค​ทบ​อลลง​ใน​ชิป​ทรง​ลูกบาศก์​
670103005	67	671	5	-1	523	0	6:goods_icon_670103005	301	4199006	100		6403005	10	1	1	爱丽喵丝的基因	愛麗喵絲的基因	Alice in Whiskersland's Gene	不思議のニャリスの遺伝子	앨리스냥 유전자	ยีนของอลิซ	指定猫球的升星道具	指定貓球的升星道具	Star-up item for a specific Cato.	指定ガトの昇格用素材	지정 냥냥볼 승급 아이템	ไอเทม​เพิ่ม​ดาว​ของ​แค​ทบ​อล​ที่​กำหนด​	将猫球的基因浓缩进了独立立方体芯片中。	將貓球的基因濃縮進了獨立立方體晶片中。	A cubic chip infused with the concentrated essence of Cato's genetic material.	ガトの遺伝子を凝縮したキューブチップ。	냥냥볼의 유전자를 독립 큐브 칩에 농축했다.	ทำ​การสกัด​ยีน​ของ​แค​ทบ​อลลง​ใน​ชิป​ทรง​ลูกบาศก์​
670103006	67	671	5	-1	523	0	6:goods_icon_670103006	301	4199006	100		6403006	10	1	1	猫张子的基因	貓張子的基因	Hariko's Gene	猫張り子の遺伝子	네코하리코 유전자	ยีนของเปเปอร์มาเช่	指定猫球的升星道具	指定貓球的升星道具	Star-up item for a specific Cato.	指定ガトの昇格用素材	지정 냥냥볼 승급 아이템	ไอเทม​เพิ่ม​ดาว​ของ​แค​ทบ​อล​ที่​กำหนด​	将猫球的基因浓缩进了独立立方体芯片中。	將貓球的基因濃縮進了獨立立方體晶片中。	A cubic chip infused with the concentrated essence of Cato's genetic material.	ガトの遺伝子を凝縮したキューブチップ。	냥냥볼의 유전자를 독립 큐브 칩에 농축했다.	ทำ​การสกัด​ยีน​ของ​แค​ทบ​อลลง​ใน​ชิป​ทรง​ลูกบาศก์​
670103007	67	671	5	-1	523	0	6:goods_icon_670103007	301	4199006	100		6403007	10	1	1	生煎包包的基因	生煎包包的基因	Pan-Fried Purrfection's Gene	生煎饅頭の遺伝子	군만두냥 유전자	ยีนของซาลาเปา	指定猫球的升星道具	指定貓球的升星道具	Star-up item for a specific Cato.	指定ガトの昇格用素材	지정 냥냥볼 승급 아이템	ไอเทม​เพิ่ม​ดาว​ของ​แค​ทบ​อล​ที่​กำหนด​	将猫球的基因浓缩进了独立立方体芯片中。	將貓球的基因濃縮進了獨立立方體晶片中。	A cubic chip infused with the concentrated essence of Cato's genetic material.	ガトの遺伝子を凝縮したキューブチップ。	냥냥볼의 유전자를 독립 큐브 칩에 농축했다.	ทำ​การสกัด​ยีน​ของ​แค​ทบ​อลลง​ใน​ชิป​ทรง​ลูกบาศก์​
670103008	67	671	5	-1	523	0	6:goods_icon_670103008	301	4199006	100		6403008	10	1	1	黄金之蜂的基因	黃金之蜂的基因	Honeybee's Gene	黄金のミツバチの遺伝子	꿀벌냥 유전자	ยีนของโกลเดนบี	指定猫球的升星道具	指定貓球的升星道具	Star-up item for a specific Cato.	指定ガトの昇格用素材	지정 냥냥볼 승급 아이템	ไอเทม​เพิ่ม​ดาว​ของ​แค​ทบ​อล​ที่​กำหนด​	将猫球的基因浓缩进了独立立方体芯片中。	將貓球的基因濃縮進了獨立立方體晶片中。	A cubic chip infused with the concentrated essence of Cato's genetic material.	ガトの遺伝子を凝縮したキューブチップ。	냥냥볼의 유전자를 독립 큐브 칩에 농축했다.	ทำ​การสกัด​ยีน​ของ​แค​ทบ​อลลง​ใน​ชิป​ทรง​ลูกบาศก์​
670103009	67	671	5	-1	523	0	6:goods_icon_670103009	301	4199006	100		6403009	10	1	1	喵咪心爱的基因	喵咪心愛的基因	Maiden Love's Gene	メイド様の遺伝子	메이드냥 유전자	ยีนของคิตตี้เลิฟลี่	指定猫球的升星道具	指定貓球的升星道具	Star-up item for a specific Cato.	指定ガトの昇格用素材	지정 냥냥볼 승급 아이템	ไอเทม​เพิ่ม​ดาว​ของ​แค​ทบ​อล​ที่​กำหนด​	将猫球的基因浓缩进了独立立方体芯片中。	將貓球的基因濃縮進了獨立立方體晶片中。	A cubic chip infused with the concentrated essence of Cato's genetic material.	ガトの遺伝子を凝縮したキューブチップ。	냥냥볼의 유전자를 독립 큐브 칩에 농축했다.	ทำ​การสกัด​ยีน​ของ​แค​ทบ​อลลง​ใน​ชิป​ทรง​ลูกบาศก์​
670103010	67	671	5	-1	523	0	6:goods_icon_670103010	301	4199006	100		6403010	10	1	1	灾噩避散的基因	災噩避散的基因	Plague Doctor's Gene	災厄退散の遺伝子	재난회피냥 유전자	ยีนของการ์เดียนแคท	指定猫球的升星道具	指定貓球的升星道具	Star-up item for a specific Cato.	指定ガトの昇格用素材	지정 냥냥볼 승급 아이템	ไอเทม​เพิ่ม​ดาว​ของ​แค​ทบ​อล​ที่​กำหนด​	将猫球的基因浓缩进了独立立方体芯片中。	將貓球的基因濃縮進了獨立立方體晶片中。	A cubic chip infused with the concentrated essence of Cato's genetic material.	ガトの遺伝子を凝縮したキューブチップ。	냥냥볼의 유전자를 독립 큐브 칩에 농축했다.	ทำ​การสกัด​ยีน​ของ​แค​ทบ​อลลง​ใน​ชิป​ทรง​ลูกบาศก์​
670104001	67	671	5	-1	523	0	6:goods_icon_670104001	301	4199006	100		6404001	10	1	1	亡灵审判的基因	亡靈審判的基因	Catnubis's Gene	亡霊の審判の遺伝子	바스테트냥 유전자	ยีนของซอร์เซรัส	指定猫球的升星道具	指定貓球的升星道具	Star-up item for a specific Cato.	指定ガトの昇格用素材	지정 냥냥볼 승급 아이템	ไอเทม​เพิ่ม​ดาว​ของ​แค​ทบ​อล​ที่​กำหนด​	将猫球的基因浓缩进了独立立方体芯片中。	將貓球的基因濃縮進了獨立立方體晶片中。	A cubic chip infused with the concentrated essence of Cato's genetic material.	ガトの遺伝子を凝縮したキューブチップ。	냥냥볼의 유전자를 독립 큐브 칩에 농축했다.	ทำ​การสกัด​ยีน​ของ​แค​ทบ​อลลง​ใน​ชิป​ทรง​ลูกบาศก์​
670104002	67	671	5	-1	523	0	6:goods_icon_670104002	301	4199006	100		6404002	10	1	1	招财进宝的基因	招財進寶的基因	Fortuna's Gene	招き猫の遺伝子	마네키네코의 유전자	ยีนของแคทฟอร์จูน	指定猫球的升星道具	指定貓球的升星道具	Star-up item for a specific Cato.	指定ガトの昇格用素材	지정 냥냥볼 승급 아이템	ไอเทม​เพิ่ม​ดาว​ของ​แค​ทบ​อล​ที่​กำหนด​	将猫球的基因浓缩进了独立立方体芯片中。	將貓球的基因濃縮進了獨立立方體晶片中。	A cubic chip infused with the concentrated essence of Cato's genetic material.	ガトの遺伝子を凝縮したキューブチップ。	냥냥볼의 유전자를 독립 큐브 칩에 농축했다.	ทำ​การสกัด​ยีน​ของ​แค​ทบ​อลลง​ใน​ชิป​ทรง​ลูกบาศก์​
