id	icon	type	url	weight	status	title	title_zh_TW	title_en_UK	title_ja_JP	title_ko_KR	title_th_TH	content	content_zh_TW	content_en_UK	content_ja_JP	content_ko_KR	content_th_TH
400010		4		100	1	小猫咪课堂开课啦！	小貓咪課堂開課啦！	The Kitten Class Is Starting!	ニャンニャン教室が始まります！	고양이 교실	เปิด​คลาส​เรียน​ของ​เจ้า​เหมียว​!​	给猫咪剪指甲时，务必要注意猫咪的血线噢。	給貓咪剪指甲時，務必要注意貓咪的血線唷。	Please be careful to avoid the "quick," which is full of blood vessels and nerve endings, when trimming a cat's claws.	猫の爪を切る際には、血管を避ける注意が必要です。	고양이의 손톱을 자를 때는 반드시 고양이의 혈관이 다치지 않도록 주의해야 합니다.	เมื่อ​ตัด​เล็บ​ให้​แมว​ ต้อง​ระวัง​เส้นเลือด​ใน​เล็บ​ด้วย​นะ​
400011		4		100	1	小猫咪课堂开课啦！	小貓咪課堂開課啦！	The Kitten Class Is Starting!	ニャンニャン教室が始まります！	고양이 교실	เปิด​คลาส​เรียน​ของ​เจ้า​เหมียว​!​	猫咪腹泻、软便可以尝试喂一些益生菌，如果症状持续，请及时就医。	貓咪腹瀉、軟便可以嘗試喂一些益生菌，如果症狀持續，請及時就醫。	You can try feeding a cat probiotics if it is passing soft or runny stool. If symptoms persist, please take it to a vet ASAP.	猫が下痢や軟便の場合、プロバイオティクスを試すことができ、症状が続く場合は迅速に医療を受けることが重要です。	고양이가 설사하거나 묽은 변을 할 경우, 일부 프로바이오틱스를 투여해 볼 수 있습니다. 증상이 계속될 경우, 즉시 병원에 가서 치료하세요.	หาก​แมว​ท้องเสีย​หรือ​อุจจาระ​เหลว​ ลอง​ให้​โพ​ร​ไบโอ​ติกส์​ แต่​ถ้าหาก​ยังมี​อาการ​อยู่​ ควร​พา​ไป​พบ​สัตวแพทย์​โดยเร็ว​
400012		4		100	1	小猫咪课堂开课啦！	小貓咪課堂開課啦！	The Kitten Class Is Starting!	ニャンニャン教室が始まります！	고양이 교실	เปิด​คลาส​เรียน​ของ​เจ้า​เหมียว​!​	猫罐头通常分为：零食罐头、辅食罐头、主食罐头，日常喂养请选择主食罐头，否则可能造成营养不良。	貓罐頭通常分為：零食罐頭、輔食罐頭、主食罐頭，日常餵養請選擇主食罐頭，否則可能造成營養不良。	Canned cat food is usually divided into snacks, supplements, or main meals. Please ensure you feed cats main meals on a daily basis to avoid malnutrition.	猫用缶詰は、スナック缶、補助食缶、主食缶に分かれており、日常の食事では主食缶を選ぶことが推奨されます。それ以外の選択は栄養失調を引き起こす可能性があります。	고양이 캔은 간식 캔, 보조식 캔, 주식 캔으로 나뉩니다. 일상적인 식사에는 주식 캔을 선택해야 영양 불균형을 막을 수 있습니다.	อาหารกระป๋อง​สำหรับ​แมว​มัก​แบ่ง​เป็น​:​ ขนมขบเคี้ยว​ อาหารเสริม​ และ​อาหาร​หลัก​ ใน​การ​ให้​อาหารประจำวัน​ ควร​เลือก​เป็น​อาหาร​หลัก​ มิฉะนั้น​อาจ​ทำให้​ขาดสารอาหาร​ได้​
400013		4		100	1	小猫咪课堂开课啦！	小貓咪課堂開課啦！	The Kitten Class Is Starting!	ニャンニャン教室が始まります！	고양이 교실	เปิด​คลาส​เรียน​ของ​เจ้า​เหมียว​!​	如果猫咪不喜欢喝水，可以尝试换一款直径更大的碗，避免猫咪在喝水时产生「胡须压力」。	如果貓咪不喜歡喝水，可以嘗試換一款直徑更大的碗，避免貓咪在喝水時產生「鬍鬚壓力」。	If your cat doesn't like to drink water, you can try using a wider bowl so the cat does not feel "whisker pressure" when drinking.	猫が水を飲まない場合、より大きな直径のボウルに変えることで、「髭のプレッシャー」を避けることができます。	고양이가 물을 잘 마시지 않는다면, 더 큰 그릇으로 바꿔「수염으로 인한 스트레스」를 줄여주세요.	หาก​แมว​ไม่​ชอบ​ดื่ม​น้ำ​ ลอง​เปลี่ยนเป็น​ชาม​ที่​มี​เส้นผ่านศูนย์กลาง​ใหญ่​ขึ้น​ เพื่อ​หลีกเลี่ยง​ "​แรง​กด​บน​หนวด​"​ ขณะที่​แมว​ดื่ม​น้ำ​
400014		4		100	1	小猫咪课堂开课啦！	小貓咪課堂開課啦！	The Kitten Class Is Starting!	ニャンニャン教室が始まります！	고양이 교실	เปิด​คลาส​เรียน​ของ​เจ้า​เหมียว​!​	一只猫咪，四只爪，二十根脚趾，抓抓抓。	一隻貓咪，四隻爪，二十根腳趾，抓抓抓。	One cat, four paws, twenty toes: Scratch, scratch!	猫は四つの爪と二十本の足の指で「グラグラ」とします。	고양이 한 마리, 네 발, 발가락 스무 개, 긁기, 긁기, 긁기	แมว​หนึ่ง​ตัว​ มี​สี่​อุ้งเท้า​ ยี่สิบ​เล็บ​ แค​ว่ก​ แค​ว่ก​
400015		4		100	1	小猫咪课堂开课啦！	小貓咪課堂開課啦！	The Kitten Class Is Starting!	ニャンニャン教室が始まります！	고양이 교실	เปิด​คลาส​เรียน​ของ​เจ้า​เหมียว​!​	猫咪的前爪有五根指甲，后爪只有四根噢。	貓咪的前爪有五根指甲，後爪只有四根唷。	Cats' front paws have five claws each, but their hind paws only have four claws each.	猫の前足には五本の爪があり、後ろ足には四本の爪があります。	고양이의 앞발에는 다섯 개의 발톱이 있고, 뒷발에는 네 개의 발톱만 있습니다.	อุ้ง​เท้าหน้า​ของ​แมว​มี​เล็บ​ห้า​นิ้ว​ ส่วน​อุ้ง​เท้าหลัง​มี​เพียง​สี่​นิ้ว​เท่านั้น​
400016		4		100	1	小猫咪课堂开课啦！	小貓咪課堂開課啦！	The Kitten Class Is Starting!	ニャンニャン教室が始まります！	고양이 교실	เปิด​คลาส​เรียน​ของ​เจ้า​เหมียว​!​	拟除虫菊酯类的驱蚊产品，比如：蚊香、蚊香片、蚊香液，对猫咪来说是有毒的，甚至可能危及喵命。	擬除蟲菊酯類的驅蚊產品，比如：蚊香、蚊香片、蚊香液，對貓咪來說是有毒的，甚至可能危及喵命。	Pyrethrin-based mosquito repellents, such as repellent incense, liquid, or pills, are all toxic to cats and may be lethal.	ピレスロイド系の虫よけ製品、例えば蚊取り線香や蚊取りマット、蚊取り液は猫にとって有毒であり、命に危険を及ぼすこともあります。	피레스로이드 계열의 모기 퇴치 제품(모기향, 모기향 판, 모기향 액)은 고양이에게 유독하며 생명을 위협할 수도 있습니다.	ผลิตภัณฑ์​ไล่​ยุง​ประเภท​ไพรี​ทร​อยด์​สังเคราะห์​ เช่น​ ยากันยุง​ แผ่น​กัน​ยุง​ และ​น้ำ​ยากันยุง​ เป็นพิษ​ต่อ​แมว​และ​อาจ​เป็นอันตราย​ถึงชีวิต​ได้​
400017		4		100	1	小猫咪课堂开课啦！	小貓咪課堂開課啦！	The Kitten Class Is Starting!	ニャンニャン教室が始まります！	고양이 교실	เปิด​คลาส​เรียน​ของ​เจ้า​เหมียว​!​	猫薄荷具有一定的驱蚊效果。	貓薄荷具有一定的驅蚊效果。	Catnip can, to a certain degree, function as a mosquito repellent.	猫用ミントにはある程度の虫除け効果があります。	고양이용 캣닢은 모기 퇴치 효과가 있습니다.	แค​ท​นิ​ป​มีฤทธิ์​ไล่​ยุง​ได้​ใน​ระดับ​หนึ่ง​
400018		4		100	1	小猫咪课堂开课啦！	小貓咪課堂開課啦！	The Kitten Class Is Starting!	ニャンニャン教室が始まります！	고양이 교실	เปิด​คลาส​เรียน​ของ​เจ้า​เหมียว​!​	使用生物酶清洁剂，利用蛋白酶分子分解尿液中的尿酸，才能真正意义上的去除猫尿。	使用生物酶清潔劑，利用蛋白酶分子分解尿液中的尿酸，才能真正意義上的去除貓尿。	Using enzyme-based cleaners that utilize proteases to break down uric acid is the only way to truly remove cat urine.	生物酵素クリーナーを使用し、プロテアーゼ分子で尿中の尿酸を分解することにより、猫の尿を真に除去できます。	생물학적 효소 세제를 사용하여, 단백질 효소 분자가 고양이 소변 속의 요산을 분해하면 고양이 소변 냄새를 완전히 제거할 수 있습니다.	การ​ใช้​น้ำยา​ทำความสะอาด​ที่​มี​เอนไซม์​ชีวภาพ​ จะ​ช่วย​ย่อยสลาย​กรด​ยูริก​ใน​ปัสสาวะ​ ซึ่ง​เป็น​วิธี​ที่​มีประสิทธิภาพ​ใน​การ​กำจัด​กลิ่น​ปัสสาวะ​แมว​
400019		4		100	1	小猫咪课堂开课啦！	小貓咪課堂開課啦！	The Kitten Class Is Starting!	ニャンニャン教室が始まります！	고양이 교실	เปิด​คลาส​เรียน​ของ​เจ้า​เหมียว​!​	猫藓在伍德氏灯的照射下，会呈现荧光绿。	貓蘚在伍德氏燈的照射下，會呈現螢光綠。	Ringworm appears luminescent green under UV-A light.	ウッドランプの下で猫膿痂は蛍光緑色になります。	고양이의 몸에서 푸른색 빛이 나는 곰팡이를 우드등으로 조사하면, 형광빛 녹색을 띱니다.	เชื้อรา​บน​ตัว​แมว​จะ​เปล่งแสง​สี​เขียว​นีออน​เมื่อ​ส่อง​ด้วย​แสง​แบล็ก​ไลท์​
400020		4		100	1	小猫咪课堂开课啦！	小貓咪課堂開課啦！	The Kitten Class Is Starting!	ニャンニャン教室が始まります！	고양이 교실	เปิด​คลาส​เรียน​ของ​เจ้า​เหมียว​!​	猫的平均寿命为12-18年，请好好陪伴你的猫咪噢。	貓的平均壽命為12-18年，請好好陪伴你的貓咪唷。	The average lifespan of a cat is 12 – 18 years. Please be a good companion to your cat.	猫の平均寿命は12歳から18歳ですので、猫と良い時間を過ごしてください。	고양이의 평균 수명은 12-18년입니다, 좋은 동반자가 되어주세요.	อายุขัย​เฉลี่ย​ของ​แมว​อยู่​ที่​ 12-18​ ปี​ โปรด​ดูแล​แมว​ของ​คุณ​ให้​ดี​นะ​
400021		4		100	1	小猫咪课堂开课啦！	小貓咪課堂開課啦！	The Kitten Class Is Starting!	ニャンニャン教室が始まります！	고양이 교실	เปิด​คลาส​เรียน​ของ​เจ้า​เหมียว​!​	水碗和食碗建议分开放置，否则猫粮容易被溅出的水弄湿，导致细菌滋生。	水碗和食碗建議分開放置，否則貓糧容易被濺出的水弄濕，導致細菌滋生。	A cat's water bowl and feeding bowl should be separated. That way, the cat food won't get wet from splashes of water and grow bacteria.	水の入ったボウルと食事のボウルは分けて置くことが推奨されます。そうすることで、飛び散った水でキャットフードが濡れてしまい、細菌が繁殖するのを防げます。	물그릇과 사료그릇은 분리하여 배치하는 것이 좋습니다, 그렇지 않으면 물이 튀어 사료가 젖으면 세균이 번식할 수 있습니다.	ควร​แยก​ชาม​น้ำ​และ​ชาม​อาหาร​ออก​จากกัน​ มิฉะนั้น​อาหาร​แมว​อาจ​เปียก​น้ำ​และ​ทำให้เกิด​แบคทีเรีย​
400022		4		100	1	小猫咪课堂开课啦！	小貓咪課堂開課啦！	The Kitten Class Is Starting!	ニャンニャン教室が始まります！	고양이 교실	เปิด​คลาส​เรียน​ของ​เจ้า​เหมียว​!​	猫咪喜欢喝新鲜的水，经常换水会让猫咪更爱喝水噢。	貓咪喜歡喝新鮮的水，經常換水會讓貓咪更愛喝水噢。	Cats like to drink fresh water. Change the water frequently to encourage your cat to drink water.	猫は新鮮な水を好むため、水をこまめに変えるとより喜んで飲むようになります。	고양이는 신선한 물을 선호합니다, 자주 물을 갈아주면 고양이가 물을 더 잘 마실 수 있습니다.	แมว​ชอบ​ดื่ม​น้ำ​ที่​สด​ใหม่​ การ​เปลี่ยน​น้ำ​บ่อยๆ​ จะ​ทำให้​แมว​อยาก​ดื่ม​น้ำ​มากขึ้น​
400023		4		100	1	小猫咪课堂开课啦！	小貓咪課堂開課啦！	The Kitten Class Is Starting!	ニャンニャン教室が始まります！	고양이 교실	เปิด​คลาส​เรียน​ของ​เจ้า​เหมียว​!​	多猫家庭的饭碗建议分开放置，靠得太近容易让猫紧张，导致呕吐。	多貓家庭的飯碗建議分開放置，靠得太近容易讓貓緊張，導致嘔吐。	When multiple cats are in the same household, their food bowls should be placed apart. Having food bowls too close together can cause anxiety in cats and make them vomit.	多猫家庭では、食器を分けて置くことで猫が緊張するのを避け、吐き気を防ぐことができます。	여러 고양이가 있는 집은 사료 그릇을 따로 두고 주는 것이 좋습니다. 너무 가까우면 고양이가 긴장하여 구토할 수 있습니다.	สำหรับ​บ้าน​ที่​มี​แมว​หลาย​ตัว​ ควร​แยก​ชาม​อาหาร​ออก​จากกัน​ การ​วาง​ชาม​ใกล้​กัน​เกินไป​อาจ​ทำให้​แมว​เครียด​และ​อาเจียน​ได้​
400024		4		100	1	小猫咪课堂开课啦！	小貓咪課堂開課啦！	The Kitten Class Is Starting!	ニャンニャン教室が始まります！	고양이 교실	เปิด​คลาส​เรียน​ของ​เจ้า​เหมียว​!​	水碗和食碗建议至少每天早晚各清理一次，减少细菌滋生的同时也可以防止「黑下巴」噢。	水碗和食碗建議至少每天早晚各清理一次，減少細菌滋生的同時也可以防止「黑下巴」唷。	A cat's water bowl and food bowl should be cleaned at least once a day to prevent bacterial growth and "Feline Acne."	水と食事のボウルは少なくとも毎朝晩に清掃することをお勧めします。これにより細菌の繁殖を抑え、"黒ニキビ"も防ぐことができます。	물그릇과 사료 그릇은 적어도 매일 아침저녁으로 청소하는 것이 좋습니다. 세균 번식을 줄이고 「턱드름」을 예방할 수 있습니다.	ควร​ทำความสะอาด​ชาม​น้ำ​และ​ชาม​อาหาร​อย่าง​น้อย​วัน​ละ​สอง​ครั้ง​ เช้า​และ​เย็น​ เพื่อ​ลด​การเจริญเติบโต​ของ​แบคทีเรีย​และ​ป้องกัน​อาการ​ '​คาง​ดำ​'​ ให้​กับ​เจ้า​เหมียว​ด้วย​
400025		4		100	1	小猫咪课堂开课啦！	小貓咪課堂開課啦！	The Kitten Class Is Starting!	ニャンニャン教室が始まります！	고양이 교실	เปิด​คลาส​เรียน​ของ​เจ้า​เหมียว​!​	陶瓷或不锈钢材质的碗更不容易产生划痕，从而减少细菌滋生。	陶瓷或不銹鋼材質的碗更不容易產生劃痕，從而減少細菌滋生。	Ceramic and stainless steel bowls are less likely to be scratched and can reduce bacterial growth.	陶器やステンレス製のボウルは傷がつきにくく、細菌の繁殖を抑える効果があります。	세라믹이나 스테인리스 재질의 그릇은 스크래치가 덜 생겨 세균 번식을 줄일 수 있습니다.	ชาม​เซรามิก​หรือ​สแตนเลส​สตีล​จะ​ลด​การ​เกิด​รอยขีดข่วน​ได้​ดีกว่า​ ช่วย​ลด​การเจริญเติบโต​ของ​แบคทีเรีย​
400026		4		100	1	小猫咪课堂开课啦！	小貓咪課堂開課啦！	The Kitten Class Is Starting!	ニャンニャン教室が始まります！	고양이 교실	เปิด​คลาส​เรียน​ของ​เจ้า​เหมียว​!​	当换了新的食物后，猫咪出现软便、瘙痒，可能是过敏了，建议替换为以鸡肉为主的单一肉源食物，并逐一排查过敏原。	當換了新的食物後，貓咪出現軟便、瘙癢，可能是過敏了，建議替換為以雞肉為主的單一肉源食物，並逐一排查過敏原。	If a cat starts passing soft stool and scratching after changing to a new food type, it might be having an allergic reaction. We suggest changing to a single-source meat diet, consisting mainly of chicken, and systematically checking for allergens.	新しい食べ物に切り替えた後、猫が軟便やかゆみを経験する場合は、アレルギーの可能性があるため、鶏肉を主原料とする単一のタンパク源の食品に切り替え、アレルゲンを一つずつ調査することを推奨します。	새로운 음식으로 교체 후 고양이가 설사하거나 가려움증이 생기면 알레르기를 의심하고, 닭고기를 주성분으로 한 단일 단백질 음식으로 교체해 가며 알레르기 반응을 하나씩 확인해 보세요.	เมื่อ​เปลี่ยน​อาหาร​ใหม่​แล้ว​แมว​มี​อาการ​ท้องเสีย​หรือ​คัน​ อาจ​เป็น​อาการ​แพ้​ แนะนำ​ให้​เปลี่ยนเป็น​อาหาร​ที่​มี​เนื้อไก่​เป็นหลัก​และ​ค่อยๆ​ ตรวจสอบ​สาร​ก่อ​ภูมิแพ้​ทีละ​อย่าง​
400027		4		100	1	小猫咪课堂开课啦！	小貓咪課堂開課啦！	The Kitten Class Is Starting!	ニャンニャン教室が始まります！	고양이 교실	เปิด​คลาส​เรียน​ของ​เจ้า​เหมียว​!​	零食少喂怡情，多喂伤身，长期食用零食可能导致猫咪肥胖、挑食、营养不良。	零食少喂怡情，多喂傷身，長期食用零食可能導致貓咪肥胖、挑食、營養不良。	Having a few snacks can make cats happy, while too many might hurt them. Eating too many snacks for too long can cause the cat to gain weight, become picky eaters, and become malnourished.	おやつは適量で気分を和らげますが、過剰に与えると猫の健康を害し、肥満、偏食、栄養不足を招くことがあります。	간식은 적당히 급여해야 하며, 장기적으로 과도하게 줄 경우, 고양이의 비만, 편식, 영양 불균형을 초래할 수 있습니다.	ให้​ขนม​น้อย​แต่​พอดี​ ให้​มากเกินไป​อาจ​เป็นอันตราย​ การ​กิน​ขนม​เป็นประจำ​อาจ​ทำให้​แมว​อ้วน​ เลือก​กิน​ และ​ขาดสารอาหาร​
400028		4		100	1	小猫咪课堂开课啦！	小貓咪課堂開課啦！	The Kitten Class Is Starting!	ニャンニャン教室が始まります！	고양이 교실	เปิด​คลาส​เรียน​ของ​เจ้า​เหมียว​!​	巧克力、可可、咖啡中含有的可可碱/咖啡因对猫来说属于有毒物质，如果猫咪不慎食用，请尽快就医。	巧克力、可可、咖啡中含有的可可堿/咖啡因對貓來說屬於有毒物質，如果貓咪不慎食用，請儘快就醫。	Theobromine and caffeine contained in chocolate, cocoa, and coffee are all toxic to cats. Please seek medical attention ASAP if your cat consumes them.	チョコレート、ココア、コーヒーに含まれるテオブロミンやカフェインは猫にとって有害な物質です。万が一猫が摂取した場合は、速やかに医療を受ける必要があります。	초콜릿, 코코아, 커피에 포함된 테오브로민/카페인은 고양이에게 독성이 있으며, 고양이가 실수로 섭취했다면 즉시 치료를 받아야 합니다.	ช็อกโกแลต​ โกโก้​ และ​คาเฟอีน​ใน​กาแฟ​เป็น​สารพิษ​สำหรับ​แมว​ หาก​แมว​กิน​เข้าไป​โดยไม่ตั้งใจ​ ควร​รีบ​พา​ไป​พบ​สัตวแพทย์​
400029		4		100	1	小猫咪课堂开课啦！	小貓咪課堂開課啦！	The Kitten Class Is Starting!	ニャンニャン教室が始まります！	고양이 교실	เปิด​คลาส​เรียน​ของ​เจ้า​เหมียว​!​	如果猫咪对眼前乱晃的逗猫棒不感兴趣，请试着把逗猫棒藏起来，在距离猫咪不远，但猫咪又看不见的地方发出响声。试试看，会有奇效噢。	如果貓咪對眼前亂晃的逗貓棒不感興趣，請試著把逗貓棒藏起來，在距離貓咪不遠，但貓咪又看不見的地方發出響聲。試試看，會有奇效唷。	If the cat is not interested in the cat teaser in front of them, please try hiding it and making noises close by, while still hiding it from the cat. It works miracles.	猫が動くおもちゃに興味を示さない場合は、そのおもちゃを隠し、猫の見えない近くで音を立ててみてください。驚くべき効果が見られるかもしれません。	고양이가 고양이 장난감에 관심이 없다면, 장난감을 숨기고 고양이가 볼 수 없는 가까운 곳에서 소리를 내보세요. 놀라운 효과를 볼 수 있습니다.	หาก​แมว​ไม่​สนใจ​ไม้​ล่อ​แมว​ที่​โบก​ไปมา​ตรงหน้า​ ลอง​ซ่อน​ไม้​ล่อ​แมว​และ​ทำ​เสียง​ใน​ที่​ที่​แมว​มองไม่เห็น​แต่​อยู่​ไม่​ไกล​ดู​สิ​ อาจ​ได้​ผลดี​ทีเดียว​
